法院名稱,登記案號,登記號數,案由,法人名稱,登記日期,類別,設立登記撤銷,設立登記註銷,明細,檔案位置,ID,法院代碼
臺灣新北地方法院,061法登9,96,變更登記,財團法人台北縣樹林健民協會,061/09/29,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAHx4AAD&bc=061&cd=%AA%6B%B5%6E++++++++++++++++&de=000009&ef=PCD&fg=1,output/details/PCD/061/000009/AAAdkxAAHAAAHx4AAD.json,AAAdkxAAHAAAHx4AAD,PCD
臺灣新北地方法院,061法登86,130,變更登記,財團法人台灣省台北縣天主教聖母聖心傳教修女會,061/02/29,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAHx4AAE&bc=061&cd=%AA%6B%B5%6E++++++++++++++++&de=000086&ef=PCD&fg=1,output/details/PCD/061/000086/AAAdkxAAHAAAHx4AAE.json,AAAdkxAAHAAAHx4AAE,PCD
臺灣新北地方法院,061法登105,280,設立登記,財團法人季丞獎學金,061/11/10,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAHx8AAA&bc=061&cd=%AA%6B%B5%6E++++++++++++++++&de=000105&ef=PCD&fg=1,output/details/PCD/061/000105/AAAdkxAAHAAAHx8AAA.json,AAAdkxAAHAAAHx8AAA,PCD
臺灣新北地方法院,061法登448,339,設立登記,財團法人台灣省台北縣新莊鎮新莊教會聚會所,061/02/25,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAHx8AAB&bc=061&cd=%AA%6B%B5%6E++++++++++++++++&de=000448&ef=PCD&fg=1,output/details/PCD/061/000448/AAAdkxAAHAAAHx8AAB.json,AAAdkxAAHAAAHx8AAB,PCD
臺灣新北地方法院,062法登192,450,變更登記,財團法人台灣省台北縣江璞亭祭祀公業,062/01/31,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAHx1AAD&bc=062&cd=%AA%6B%B5%6E++++++++++++++++&de=000192&ef=PCD&fg=1,output/details/PCD/062/000192/AAAdkxAAHAAAHx1AAD.json,AAAdkxAAHAAAHx1AAD,PCD
臺灣新北地方法院,062法登332,193,變更登記,財團法人台灣省台北縣泰山巖,062/04/10,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAHx5AAA&bc=062&cd=%AA%6B%B5%6E++++++++++++++++&de=000332&ef=PCD&fg=1,output/details/PCD/062/000332/AAAdkxAAHAAAHx5AAA.json,AAAdkxAAHAAAHx5AAA,PCD
臺灣新北地方法院,062法登500,171,設立登記,財團法人台灣省台北縣私立辭修高級中學,062/03/19,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAHx5AAB&bc=062&cd=%AA%6B%B5%6E++++++++++++++++&de=000500&ef=PCD&fg=1,output/details/PCD/062/000500/AAAdkxAAHAAAHx5AAB.json,AAAdkxAAHAAAHx5AAB,PCD
臺灣新北地方法院,062法登515,131,設立登記,財團法人台北縣私立及人國民小學,062/06/01,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAHx5AAC&bc=062&cd=%AA%6B%B5%6E++++++++++++++++&de=000515&ef=PCD&fg=1,output/details/PCD/062/000515/AAAdkxAAHAAAHx5AAC.json,AAAdkxAAHAAAHx5AAC,PCD
臺灣新北地方法院,062法登527,505,設立登記,財團法人台灣省台北縣天主教亞西西方濟各修女會,062/06/28,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAHx7AAC&bc=062&cd=%AA%6B%B5%6E++++++++++++++++&de=000527&ef=PCD&fg=1,output/details/PCD/062/000527/AAAdkxAAHAAAHx7AAC.json,AAAdkxAAHAAAHx7AAC,PCD
臺灣新北地方法院,062法登他302,394,變更登記,財團法人台灣省中國基督教長老會台灣區會,062/07/13,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAHx7AAD&bc=062&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000302&ef=PCD&fg=1,output/details/PCD/062/000302/AAAdkxAAHAAAHx7AAD.json,AAAdkxAAHAAAHx7AAD,PCD
臺灣新北地方法院,063法登9,246,變更登記,財團法人基督教台灣福音會,063/03/19,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAHx%2FAAA&bc=063&cd=%AA%6B%B5%6E++++++++++++++++&de=000009&ef=PCD&fg=1,output/details/PCD/063/000009/AAAdkxAAHAAAHx-AAA.json,AAAdkxAAHAAAHx/AAA,PCD
臺灣新北地方法院,063法登39,246,變更登記,財團法人基督教台灣福音會,063/10/03,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAHx%2FAAB&bc=063&cd=%AA%6B%B5%6E++++++++++++++++&de=000039&ef=PCD&fg=1,output/details/PCD/063/000039/AAAdkxAAHAAAHx-AAB.json,AAAdkxAAHAAAHx/AAB,PCD
臺灣新北地方法院,063法登563,496,設立登記,財團法人台灣省台北縣樹林鎮護國吉祥寺,063/02/22,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAHx8AAC&bc=063&cd=%AA%6B%B5%6E++++++++++++++++&de=000563&ef=PCD&fg=1,output/details/PCD/063/000563/AAAdkxAAHAAAHx8AAC.json,AAAdkxAAHAAAHx8AAC,PCD
臺灣新北地方法院,063法登他623,623,變更登記,財團法人台灣省台北縣三重市三光基督教長老會,063/06/13,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAHvYAAK&bc=063&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000623&ef=PCD&fg=1,output/details/PCD/063/000623/AAAdkxAAHAAAHvYAAK.json,AAAdkxAAHAAAHvYAAK,PCD
臺灣新北地方法院,064法登22,350,變更登記,財團法人台北縣三峽長福巖清水祖師公,064/06/04,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAHx8AAD&bc=064&cd=%AA%6B%B5%6E++++++++++++++++&de=000022&ef=PCD&fg=1,output/details/PCD/064/000022/AAAdkxAAHAAAHx8AAD.json,AAAdkxAAHAAAHx8AAD,PCD
臺灣新北地方法院,064法登252,251,設立登記,財團法人天主教聖母痛苦方濟傳教修女會,064/08/15,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAHyAAAA&bc=064&cd=%AA%6B%B5%6E++++++++++++++++&de=000252&ef=PCD&fg=1,output/details/PCD/064/000252/AAAdkxAAHAAAHyAAAA.json,AAAdkxAAHAAAHyAAAA,PCD
臺灣新北地方法院,064法登628,209,設立登記,財團法人台灣省台北縣私立光華商業職業補習學校,064/03/13,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAHyAAAB&bc=064&cd=%AA%6B%B5%6E++++++++++++++++&de=000628&ef=PCD&fg=1,output/details/PCD/064/000628/AAAdkxAAHAAAHyAAAB.json,AAAdkxAAHAAAHyAAAB,PCD
臺灣新北地方法院,064法登636,569,設立登記,財團法人台灣省台北縣基督教永和國語禮拜堂,064/05/29,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAHwfAAJ&bc=064&cd=%AA%6B%B5%6E++++++++++++++++&de=000636&ef=PCD&fg=1,output/details/PCD/064/000636/AAAdkxAAHAAAHwfAAJ.json,AAAdkxAAHAAAHwfAAJ,PCD
臺灣新北地方法院,065法登683,564,設立登記,財團法人周榮富獎學金基金會,065/08/11,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAHx5AAD&bc=065&cd=%AA%6B%B5%6E++++++++++++++++&de=000683&ef=PCD&fg=1,output/details/PCD/065/000683/AAAdkxAAHAAAHx5AAD.json,AAAdkxAAHAAAHx5AAD,PCD
